province,region,data,province_id,region_id,ratio,occupation
花蓮縣,卓溪鄉,25,17,172,1,9
花蓮縣,卓溪鄉,25,17,173,1,9
花蓮縣,卓溪鄉,25,17,181,1,9
花蓮縣,卓溪鄉,25,17,182,1,9
花蓮縣,卓溪鄉,25,17,183,1,9
花蓮縣,卓溪鄉,25,17,194,1,9
臺南市,新營區,221,13,187,1,1
臺南市,鹽水區,82,13,186,1,1
臺南市,白河區,76,13,177,1,1
臺南市,柳營區,49,13,187,1,1
臺南市,後壁區,58,13,176,1,1
臺南市,東山區,57,13,188,1,1
臺南市,麻豆區,96,13,199,1,1
臺南市,下營區,47,13,198,1,1
臺南市,六甲區,42,13,188,1,1
臺南市,官田區,50,13,199,1,1
臺南市,大內區,32,13,210,1,1
臺南市,佳里區,150,13,208,1,1
臺南市,學甲區,86,13,198,1,1
臺南市,西港區,51,13,209,1,1
臺南市,七股區,36,13,208,1,1
臺南市,將軍區,33,13,197,1,1
臺南市,北門區,18,13,186,1,1
臺南市,新化區,91,13,219,1,1
臺南市,善化區,110,13,209,1,1
臺南市,新市區,99,13,209,1,1
臺南市,安定區,77,13,209,1,1
臺南市,山上區,16,13,210,1,1
臺南市,玉井區,38,13,210,1,1
臺南市,楠西區,26,13,200,1,1
臺南市,南化區,17,13,200,1,1
臺南市,左鎮區,9,13,219,1,1
臺南市,仁德區,201,13,218,1,1
臺南市,歸仁區,148,13,219,1,1
臺南市,關廟區,81,13,219,1,1
臺南市,龍崎嶇,4,13,219,1,1
臺南市,永康區,655,13,218,1,1
臺南市,東區,456,13,218,1,1
臺南市,南區,353,13,218,1,1
臺南市,北區,351,13,218,1,1
臺南市,安南區,470,13,218,1,1
臺南市,安平區,185,13,218,1,1
臺南市,中西區,192,13,218,1,1
高雄市,鹽埕區,89,14,250,1,1
高雄市,鼓山區,522,14,243,1,1
高雄市,左營區,661,14,243,1,1
高雄市,楠梓區,736,14,243,1,1
高雄市,三民區,1231,14,243,1,1
高雄市,新興區,199,14,243,1,1
高雄市,前金區,119,14,243,1,1
高雄市,苓雅區,652,14,250,1,1
高雄市,前鎮區,777,14,250,1,1
高雄市,旗津區,110,14,250,1,1
高雄市,小港區,642,14,250,1,1
高雄市,鳳山區,1544,14,250,1,1
高雄市,林園區,247,14,250,1,1
高雄市,大寮區,470,14,250,1,1
高雄市,大樹區,144,14,236,1,1
高雄市,大社區,161,14,236,1,1
高雄市,仁武區,320,14,236,1,1
高雄市,鳥松區,149,14,236,1,1
高雄市,岡山區,329,14,235,1,1
高雄市,橋頭區,122,14,235,1,1
高雄市,燕巢區,102,14,236,1,1
高雄市,田寮區,18,14,227,1,1
高雄市,阿蓮區,93,14,227,1,1
高雄市,路竹區,184,14,269,1,1
高雄市,湖內區,112,14,269,1,1
高雄市,茄萣區,88,14,269,1,1
高雄市,永安區,26,14,269,1,1
高雄市,彌陀區,59,14,235,1,1
高雄市,梓官區,149,14,235,1,1
高雄市,旗山區,136,14,228,1,1
高雄市,美濃區,130,14,228,1,1
高雄市,六龜區,43,14,221,1,2
高雄市,六龜區,43,14,229,1,2
高雄市,甲仙區,7,14,201,1,1
高雄市,杉林區,73,14,211,1,2
高雄市,杉林區,73,14,220,1,2
高雄市,內門區,34,14,219,1,1
高雄市,茂林區,12,14,230,1,1
高雄市,桃源區,12,14,170,1,9
高雄市,桃源區,12,14,180,1,9
高雄市,桃源區,12,14,191,1,9
高雄市,桃源區,12,14,192,1,9
高雄市,桃源區,12,14,202,1,9
高雄市,桃源區,12,14,203,1,9
高雄市,桃源區,12,14,212,1,9
高雄市,桃源區,12,14,213,1,9
高雄市,桃源區,12,14,222,1,9
高雄市,那瑪夏區,19,14,190,1,1
屏東縣,屏東市,674,15,244,1,1
屏東縣,潮州鎮,307,15,252,1,1
屏東縣,東港鄉,189,15,256,1,1
屏東縣,恆春鄉,123,15,268,1,1
屏東縣,萬丹鄉,146,15,251,1,1
屏東縣,長治鄉,110,15,245,1,1
屏東縣,麟洛鄉,28,15,245,1,1
屏東縣,九如鄉,71,15,244,1,1
屏東縣,里港鄉,71,15,237,1,1
屏東縣,鹽埔鄉,64,15,245,1,1
屏東縣,高樹鄉,51,15,238,1,1
屏東縣,萬巒鄉,54,15,252,1,1
屏東縣,內埔鄉,247,15,246,1,1
屏東縣,竹田鄉,55,15,252,1,1
屏東縣,新埤鄉,35,15,261,1,1
屏東縣,枋寮鄉,125,15,261,1,1
屏東縣,新園鄉,124,15,256,1,1
屏東縣,崁頂鄉,38,15,256,1,1
屏東縣,林邊鄉,51,15,257,1,1
屏東縣,南州鄉,36,15,257,1,1
屏東縣,佳冬鄉,50,15,257,1,1
屏東縣,車城鄉,37,15,266,1,1
屏東縣,滿洲鄉,15,15,267,1,1
屏東縣,枋山鄉,36,15,264,1,1
屏東縣,三地門鄉,28,15,239,1,1
屏東縣,霧臺鄉,2,15,240,1,1
屏東縣,瑪家鄉,16,15,247,1,1
屏東縣,泰武鄉,18,15,253,1,1
屏東縣,來義鄉,21,15,253,1,1
屏東縣,春日鄉,26,15,258,1,1
屏東縣,獅子鄉,13,15,262,1,1
屏東縣,牡丹鄉,10,15,265,1,1
臺東縣,臺東市,619,16,234,1,1
臺東縣,成功鎮,63,16,207,1,1
臺東縣,關山鎮,33,16,216,1,1
臺東縣,卑南鄉,117,16,226,1,3
臺東縣,卑南鄉,117,16,233,1,3
臺東縣,卑南鄉,117,16,241,1,3
臺東縣,鹿野鄉,38,16,225,1,1
臺東縣,池上鄉,43,16,206,1,1
臺東縣,東河鄉,26,16,217,1,1
臺東縣,長濱鄉,26,16,196,1,2
臺東縣,長濱鄉,26,16,185,1,2
臺東縣,太麻里鄉,47,16,242,1,2
臺東縣,太麻里鄉,47,16,249,1,2
臺東縣,大武鄉,28,16,255,1,2
臺東縣,大武鄉,28,16,260,1,2
臺東縣,海端鄉,34,16,193,1,5
臺東縣,海端鄉,34,16,204,1,5
臺東縣,海端鄉,34,16,205,1,5
臺東縣,海端鄉,34,16,214,1,5
臺東縣,海端鄉,34,16,215,1,5
臺東縣,延平鄉,27,16,231,1,4
臺東縣,延平鄉,27,16,232,1,4
臺東縣,延平鄉,27,16,223,1,4
臺東縣,延平鄉,27,16,224,1,4
臺東縣,金峰鄉,14,16,248,1,2
臺東縣,金峰鄉,14,16,254,1,2
臺東縣,達仁鄉,15,16,259,1,2
臺東縣,達仁鄉,15,16,263,1,2
臺東縣,蘭嶼鄉,2,16,270,1,1
臺東縣,綠島鄉,6,16,270,1,1
澎湖縣,馬公市,162,21,271,1,1
澎湖縣,湖西鄉,30,21,271,1,1
澎湖縣,白沙鄉,17,21,271,1,1
澎湖縣,西嶼鄉,19,21,271,1,1
澎湖縣,望安鄉,5,21,271,1,1
澎湖縣,七美鄉,5,21,271,1,1
